name,username,followers_count,listed_count,following,favorites,verified,default_profile,location,time_zone,statuses_count,description,geo_enabled,contributors_enabled,tweet_time,tweet_text,tweet_lat,tweet_long,tweet_source,tweet_in_reply_to_screen_name,tweet_direct_reply,tweet_retweet_status,tweet_retweet_count,tweet_favorite_count,tweet_hashtags,tweet_hashtags_count,tweet_urls,tweet_urls_count,tweet_user_mentions,tweet_user_mentions_count,tweet_media_type,tweet_contributors
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-07 00:59:06,"RT @BLMSacramento: When @SacPolice officers verbally abused/terrorize citizens, then end up murdering them; the department awards them meda...",,,RoundTeam,,True,True,27,0,,0,,0,"BLMSacramento, SacPolice",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-07 00:49:05,RT @DMVBlackLives: Watch @agoggans LIVE NOW! https://t.co/u0Bjj7G3Ly,,,RoundTeam,,True,True,3,0,,0,https://t.co/u0Bjj7G3Ly,1,"DMVBlackLives, agoggans",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-07 00:49:04,RT @DMVBlackLives: NOW! https://t.co/zj0vvdvK4G,,,RoundTeam,,True,True,5,0,,0,https://t.co/zj0vvdvK4G,1,DMVBlackLives,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 22:23:44,RT @Jasmyne: .@CochranfirmCA wins $3.6M verdict for the family of #NicholasRobertson who was shot 17 times by @LASDHQ deputies in 2015 in #...,,,RoundTeam,,True,True,243,0,NicholasRobertson,1,,0,"Jasmyne, CochranfirmCA, LASDHQ",3,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 20:18:26,RT @DMVBlackLives: Y'all Know What This Means --&gt;Law enforcement conducting gang-related sweep in DC Metro area https://t.co/sWauD2y0SE via...,,,RoundTeam,,True,True,12,0,,0,https://t.co/sWauD2y0SE,1,DMVBlackLives,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 18:08:08,RT @ABC: LIVE NOW: @ABC News Special Report: President Trump to deliver statement officially recognizing Jerusalem as the capital of Israel...,,,RoundTeam,,True,True,404,0,,0,,0,"ABC, ABC",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 18:03:07,"RT @BLMSacramento: There's only one standard in Amerikkka, and that's WHITE SUPREMACY. Today we seek liberation, BLACK LIBERATION! https://...",,,RoundTeam,,True,True,107,0,,0,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 17:33:02,"RT @BLMSacramento: STATE SANCTIONED VIOLENCE, the following comes to mind....
#AdrieneLudd
#DazionFlenaugh
#TrishHill
#JosephMann
#DesmondP...",,,RoundTeam,,True,True,20,0,"AdrieneLudd, DazionFlenaugh, TrishHill, JosephMann",4,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 16:57:55,"RT @UNITEDWEDREAM: ""I came all the way from Portland to make it clear to congress: 'We need a clean #DreamActNow'""

Make the call to congre...",,,RoundTeam,,True,True,35,0,DreamActNow,1,,0,UNITEDWEDREAM,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 16:57:54,"RT @UNITEDWEDREAM:  WATCH US LIVE!

We are in Washington DC with thousands of immigrants who traveled from all over the country demanding...",,,RoundTeam,,True,True,45,0,,0,,0,UNITEDWEDREAM,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 16:52:54,"RT @thenyic: ""We don't have the luxury of time anymore,"" says @HeyItsMurad of the NYIC. We need to protect #DREAMers and #TPS now. #DreamAc...",,,RoundTeam,,True,True,19,0,"DREAMers, TPS",2,,0,"thenyic, HeyItsMurad",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 16:52:53,RT @UNITEDWEDREAM: We're at here with @DuPontBrass msking our voices heard to congress! But we need your support today too. Immigrant lives...,,,RoundTeam,,True,True,14,0,,0,,0,"UNITEDWEDREAM, DuPontBrass",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 16:52:53,RT @HANACenter: Clean Dream Act and TPS!! #DreamActNow #ProtectTPS @nakasec @UndocuBlack https://t.co/xpd6MsJLBH,,,RoundTeam,,True,True,13,0,"DreamActNow, ProtectTPS",2,,0,"HANACenter, nakasec, UndocuBlack",3,photo,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 16:32:49,RT @DMVBlackLives: I'm sure at the time you thought it wasn't possible Black folks could know what we're talking about. Here in DC there ar...,,,RoundTeam,,True,True,10,0,,0,,0,DMVBlackLives,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 15:57:43,RT @DMVBlackLives: JUST LAUNCHED! GET YOURS NOW! ICE IS THE POLICE and it is our duty to resist ALL forms of police terror. This two-sided...,,,RoundTeam,,True,True,7,0,,0,,0,DMVBlackLives,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 13:52:30,RT @ukblm: Friendly reminder that austerity is an ideological choice. #EndAusterity https://t.co/epIgOnKPAA,,,RoundTeam,,True,True,16,0,EndAusterity,1,,0,ukblm,1,photo,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 11:17:08,"RT @ukblm: Support the work of @Dis_PPL_Protest  @SistersUncut 
and the thousands of local groups that aim to protect local services. #ENDA...",,,RoundTeam,,True,True,15,0,,0,,0,"ukblm, Dis_PPL_Protest, SistersUncut",3,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 05:51:33,RT @BLMLA: Next #ProsecuteKillerCops action this FRIDAY 4PM - 210 W. Temple (Spring St. steps). Demand that DA Jackie Lacey prosecute polic...,,,RoundTeam,,True,True,19,0,ProsecuteKillerCops,1,,0,BLMLA,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 05:41:31,"RT @PMbeers: The expereince of going to an #LAPD #Police Commission Meeting is lke this: Our souls are drained, we feel gross, we need to b...",,,RoundTeam,,True,True,26,0,"LAPD, Police",2,,0,PMbeers,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-06 04:01:14,"RT @BLMSacramento: Bring 2018 in RIGHT! NEW YEAR'S EVE PARTY!

Join us for a BLM Sac Benefit Rap Fest, check out the line up! Come through,...",,,RoundTeam,,True,True,8,0,,0,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 23:35:33,"RT @UR_Ninja: Today in #J20 trial the following sequence happened at least twice: 

Defense: did you say X?

Officer Howdon: I did not say...",,,RoundTeam,,True,True,146,0,J20,1,,0,UR_Ninja,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 20:40:08,RT @ErikaAndiola: NOW: Sit-in at Congressman @WhipHoyer's office asking him to lead the Democratic caucus on a pledge to abstain from votin...,,,RoundTeam,,True,True,32,0,,0,,0,"ErikaAndiola, WhipHoyer",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 20:30:06,RT @DMVBlackLives: #THREAD on @ChiefNewsham's announcement this morning on the @DCPoliceDept's investigation into the killing of #TerrenceS...,,,RoundTeam,,True,True,7,0,THREAD,1,,0,"DMVBlackLives, ChiefNewsham, DCPoliceDept",3,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 19:34:58,RT @Yamiche: Happening now: Dozens of protesters have filled Senator Mitch McConnell office demanding action on Dream Act. https://t.co/TZ5...,,,RoundTeam,,True,True,528,0,,0,,0,Yamiche,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 17:44:36,RT @BAJItweet: [DEC 7] Join the NYC Black Immigrant Network Meeting: Healing Our Community #NYCBIN @blackimmnetwork https://t.co/x3MrKeAZks...,,,RoundTeam,,True,True,6,0,NYCBIN,1,https://t.co/x3MrKeAZks,1,"BAJItweet, blackimmnetwork",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 16:59:27,RT @BLMLA: #TurnUpTuesday at LA Police Commission...TODAY 9:30am - 100 W. 1st St.,,,RoundTeam,,True,True,8,0,TurnUpTuesday,1,,0,BLMLA,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 16:59:27,"RT @BLMSacramento: #justice4desmondphillips

Never forget these murderers employed by Chico PD: 

Alex Fliehr 
Jeremy Gagnebin
Jared Cumber...",,,RoundTeam,,True,True,18,0,justice4desmondphillips,1,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 16:44:24,"RT @UndocuBlack: ""TPS ended for #Liberia #Guinea #SierraLeone since May'17. Under Trump #Haiti #Nicaragua #Sudan since Sept'17 affecting cl...",,,RoundTeam,,True,True,17,0,"Liberia, Guinea, SierraLeone, Haiti, Nicaragua, Sudan",6,,0,UndocuBlack,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 01:06:10,RT @BLMSacramento: Christine Feenstra worked for @CalPeaceOfficer when this crisis training was facilitated. She says they took the (our) m...,,,RoundTeam,,True,True,5,0,,0,,0,"BLMSacramento, CalPeaceOfficer",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-05 00:51:06,"RT @BLMSacramento: #Justice4ZityruaAbraham

@SacPolice were looking for another apartment when they rushed to her door, guns drawn. Her bab...",,,RoundTeam,,True,True,43,0,Justice4ZityruaAbraham,1,,0,"BLMSacramento, SacPolice",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 22:10:29,"RT @aaanmarkaz: As we've always said, courts alone can't beat back Trump's ultra right wing, #racist agenda. Nor will FBI investigations al...",,,RoundTeam,,True,True,33,0,racist,1,,0,aaanmarkaz,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 20:45:12,"RT @decolonizedmind: Inspired by another artist on the bill who is donating $5 of every tix sold to an org dear to their heart,I wanted to...",,,RoundTeam,,True,True,8,0,,0,,0,decolonizedmind,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 20:45:11,"RT @decolonizedmind: If you have the means to contribute to end of the year giving, please give to @BLMLouisville &amp; @StandUp_Sunday https:/...",,,RoundTeam,,True,True,10,0,,0,,0,"decolonizedmind, BLMLouisville, StandUp_Sunday",3,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 19:24:50,"RT @BLMSacramento: #Justice4PatriciaHill
Not enough 4them 2harass her 4 no reason, they had 2bash her face in2 a car, knocking her out &amp;the...",,,RoundTeam,,True,True,33,0,Justice4PatriciaHill,1,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 18:49:42,RT @lucyparsonslabs: New Orleans' independent police monitor cites @lucyparsonslabs project where we exposed CPD's secret surveillance budg...,,,RoundTeam,,True,True,17,0,,0,,0,"lucyparsonslabs, lucyparsonslabs",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 18:24:36,RT @KofiAdemola: I brought my students @YCCSTheMovement to the Westside justice center to learn about the phenomenal leadership &amp; organizin...,,,RoundTeam,,True,True,43,0,,0,,0,"KofiAdemola, YCCSTheMovement",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 17:44:28,RT @prisonculture: Thanks to my friend @sarahdashji who created these wonderful buttons based on designs by @DearSplenda &amp; Sarah Ross. http...,,,RoundTeam,,True,True,20,0,,0,,0,"prisonculture, sarahdashji, DearSplenda",3,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 17:44:27,RT @BlkFreeThinkers: The latest Black FreeThinkers Praxis!! https://t.co/rYmSpo3JQQ #blacklivesmatter,,,RoundTeam,,True,True,6,0,blacklivesmatter,1,https://t.co/rYmSpo3JQQ,1,BlkFreeThinkers,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 17:29:25,"RT @aaanmarkaz: Today in history: December 4, 1969 - Black Panther Party leaders Fred Hampton and Mark Clark assassinated by Chicago police...",,,RoundTeam,,True,True,148,0,,0,,0,aaanmarkaz,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 17:29:24,"RT @BLMSacramento: We're in the streets when you can't be. It's time for REAL, complete Black liberation-DONATE now to support! Any amount...",,,RoundTeam,,True,True,23,0,,0,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 17:24:24,"RT @BLMSacramento: #Blog is up! Read, share, share&amp; share. This is how they try 2appease us:trigger, chase &amp;kill us. Suggest cops aren't tr...",,,RoundTeam,,True,True,15,0,Blog,1,,0,BLMSacramento,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 16:49:15,RT @RuthHHopkins: My FB post from a year ago today. The day Obama stopped the pipeline. Sometimes you don't wanna be right.  #NoDAPL https...,,,RoundTeam,,True,True,91,0,NoDAPL,1,,0,RuthHHopkins,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 15:33:59,"RT @BLMLA: PACK THE COURT FOR Baba @GregAkili TODAY 1:30pm 210 W. Temple, Dept 54. https://t.co/6czHp0U1Et",,,RoundTeam,,True,True,7,0,,0,,0,"BLMLA, GregAkili",2,photo,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 07:07:10,"RT @BLMGary: #GaryIN #youth #criminaljustice Tues Dec 5 @5pm: Free Expungements -Youth Legal Services Clinic, 5PM -7:00, Gary... https://t....",,,RoundTeam,,True,True,4,0,"GaryIN, youth, criminaljustice",3,,0,"BLMGary, 5pm",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-04 05:26:47,RT @BLMLouisville: This is an unauthorized use of the @Blklivesmatter logo. Remove this photo. https://t.co/pHLQIMT7nH,,,RoundTeam,,True,True,19,0,,0,https://t.co/pHLQIMT7nH,1,"BLMLouisville, Blklivesmatter",2,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-03 22:00:16,RT @BLMLouisville: Come on yaw we are pushing this through until Monday but it's been amazing seeing all the support for these organizers!!...,,,RoundTeam,,True,True,5,0,,0,,0,BLMLouisville,1,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-03 21:35:11,"RT @BLMSacramento: We're need community oversight of @sacsheriff now. 

@SheriffSJones and his department refuse to give the names of deput...",,,RoundTeam,,True,True,33,0,,0,,0,"BLMSacramento, sacsheriff, SheriffSJones",3,,
Black Lives Matter,Blklivesmatter,273074,2163,657,2280,False,False,worldwide,,15273,BLM is an affirmation & embrace of the resistance & resilience of Black people. Founded by @osopepatrisse @opalayo @aliciagarza press@blacklivesmatter.com,True,False,2017-12-03 18:04:27,"RT @BLMLA: PACK THE COURT for Baba @gregakil! TOMORROW 12/4 1:30pm - 210 W. Temple, Dept 54.... https://t.co/8bSKfr7tai",,,RoundTeam,,True,True,11,0,,0,,0,BLMLA,1,,
